_id,ltable_ID,rtable_ID,ltable_Title,ltable_Developer,ltable_Publisher,ltable_Platform,ltable_Genre,ltable_Rating,ltable_ReleaseDate,ltable_CleanRDate,rtable_Title,rtable_Developer,rtable_Publisher,rtable_Platform,rtable_Genre,rtable_Rating,rtable_ReleaseDate,rtable_CleanRDate,Prediction
12496,a8568,b8210,Wolfenstein II: The New Colossus,Panic Button|MachineGames,Bethesda Softworks|Sony Interactive Entertainment,Nintendo Switch|PC|PlayStation 4|Xbox One,Action|First-Person|Shooter|3D,7.9,27 Oct 2017,2017-10-27,Wolfenstein II: The New Colossus,Machine Games,Bethesda Softworks,PC|PlayStation 4|Xbox One,First-Person|Shooter,8.3,27 October 2017,2017-10-27,1.0
12497,a8569,b8211,Wolfenstein: The New Order,MachineGames,Bethesda Softworks,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,3D|Action|First-Person|Shooter,8.2,19 May 2014,2014-05-19,Wolfenstein: The New Order,MachineGames,Bethesda Softworks,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,First-Person|Shooter,8.2,20 May 2014,2014-05-20,1.0
12502,a8570,b8212,Wolfenstein: The Old Blood,MachineGames,Bethesda Softworks,PC|PlayStation 4|Xbox One,3D|Action|First-Person|Shooter,7.7,5 May 2015,2015-05-05,Wolfenstein: The Old Blood,Machine Games,Bethesda Softworks,PC|PlayStation 4|Xbox One,First-Person|Shooter,7.7,05 May 2015,2015-05-05,1.0
12503,a8571,b8207,Wolfenstein,id Software|Raven Software,Activision,PC|PlayStation 3|Xbox 360,First-Person|Shooter|3D|Action,7.8,18 Aug 2009,2009-08-18,Wolfenstein (2009),Raven Software|id Software|Pi Studios|Endrant Studios,Activision,PC|PlayStation 3|Xbox 360,First-Person|Shooter,7.1,18 August 2009,2009-08-18,1.0
12504,a8572,b8214,Wonder Boy III: The Dragon's Trap,West One|Hudson,Sega|Tec Toy|NEC|Hudson Soft|Hudson|Nintendo|Hudson Entertainment,GameGear|Sega Master System|TurboGrafx-16,Adventure|Action,8.8,1989,1989-01-01,Wonder Boy III: The Dragon's Trap,Westone,Sega,Sega Game Gear|Sega Master System|TurboGrafx-16,Platform,9.0,1989,1989-01-01,1.0
12507,a8573,b8217,Wonder Boy in Monster World,West One|M2|Alfa System,Sega|Tec Toy|Hudson Soft|Turbo Technologies|Inc.,Genesis|PC|PlayStation 3|Sega Master System|Turbo CD,Action|2D|Platformer,8.0,1992,1992-01-01,Wonder Boy in Monster World,Westone,Sega,PlayStation 3|Sega Mega Drive/Genesis,Action|Adventure,7.9,1992,1992-01-01,1.0
12508,a8574,b8215,Wonder Boy: The Dragon's Trap,Lizardcube,DotEmu|Arc System Works|Pikii Godo Kaisha|Merge Games|Nicalis|Limited Run Games,Linux|Macintosh|Nintendo Switch|PC|PlayStation 4|Xbox One,Adventure|Action,8.4,18 Apr 2017,2017-04-18,Wonder Boy: The Dragon's Trap (2017),Lizardcube,DotEmu,Nintendo Switch|PC|PlayStation 4|Xbox One,Side|Scrolling|Action|Platform,7.9,18 April 2017,2017-04-18,1.0
12514,a858,b879,Bomberman World,Hudson,Hudson|SCEE|ATLUS,PlayStation,Action|Puzzle,7.3,22 Sep 1998,1998-09-22,Bomberman World,Hudson Soft,Atlus,PlayStation,Action,8.0,30 September 1998,1998-09-30,1.0
12520,a8587,b8222,World Cup 98,Tiertex Design Studios|EA Canada,THQ|EA Sports|Gradiente|Electronic Arts Victor,Game Boy|Nintendo 64|PC|PlayStation,Soccer|Sports|Team-Based|Simulation,8.2,31 Mar 1998,1998-03-31,World Cup 98,EA Canada|Tiertex Design Studios,EA Sports|THQ,Nintendo 64|PC|PlayStation,Sports,7.3,13 March 1998,1998-03-13,1.0
12528,a859,b880,Bombshell (2016),Interceptor Entertainment,3D Realms,PC|PlayStation 4|Xbox One,Role-Playing|Action,3.7,29 Jan 2016,2016-01-29,Bombshell,Interceptor Entertainment,3D Realms,PC,Top-Down|Action|Shooter,5.0,29 January 2016,2016-01-29,1.0
12534,a8592,b8226,World Heroes,ADK|Sega Midwest Studio|SNK Playmore|SunSoft,SNK|Sega|ADK|D4 Enterprise|SNK Playmore|Hamster|SunSoft,Arcade Games|Genesis|Neo-Geo CD|NeoGeo|Nintendo Switch|PlayStation 4|Super Nintendo|Xbox One,2D|Action|Fighting,6.8,11 Sep 1992,1992-09-11,World Heroes,Alpha Denshi,SNK,Neo Geo|Super Nintendo,Fighting,5.9,,,1.0
12535,a8593,b8228,World in Conflict: Soviet Assault,Massive Entertainment,Ubisoft|Rondomedia,PC,Real-Time|Strategy,6.9,10 Mar 2009,2009-03-10,World in Conflict: Soviet Assault,Massive Entertainment,Ubisoft,PC,Real-time strategy,7.8,10 March 2009,2009-03-10,1.0
12537,a8594,b8227,World in Conflict,Massive Entertainment,Sierra Entertainment|Russel|Ubisoft|ak tronic,PC,Strategy|Real-Time,8.6,18 Sep 2007,2007-09-18,World in Conflict,Massive Entertainment,Massive Entertainment,PC,,7.7,18 September 2007,2007-09-18,1.0
12546,a8596,b8229,World of Final Fantasy,Square Enix,Square Enix,PC|PlayStation 4|PlayStation Vita,Role-Playing,8.5,25 Oct 2016,2016-10-25,World of Final Fantasy,Square Enix,Square Enix,PC|PlayStation 4|PlayStation Vita,Third-Person|Top-Down|Role-Playing,7.8,25 October 2016,2016-10-25,1.0
12548,a8597,b8230,World of Goo,2D Boy|Tomorrow Corporation,2D Boy|Tomorrow Corporation|Flyhigh Works|Take-Two Interactive|RTL|Nintendo,Android|iOS (iPhone/iPad)|Linux|Macintosh|Nintendo Switch|PC|Wii,Puzzle|Action,8.8,12 Oct 2008,2008-10-12,World of Goo,2D Boy,2D Boy,Android|iOS|Linux|Mac|Mobile|Nintendo Switch|PC|Wii,Puzzle,7.6,13 October 2008,2008-10-13,1.0
12552,a86,b140,Ace Combat 04: Shattered Skies,Project Aces,Namco|SCEE,PlayStation 2,Flight|Simulation,8.8,1 Nov 2001,2001-11-01,Ace Combat 04: Shattered Skies,Project Aces,Namco,PlayStation 2,Arcade|Flight Combat|Simulation,8.3,23 October 2001,2001-10-23,1.0
12554,a860,b881,Bonanza Bros.,U.S. Gold|Sega|Synergy Inc.|ITL|SPS|Tiertex Design Studios,Sega|U.S. Gold|Tec Toy|Samsung|Sharp|NEC Interchannel,Amiga|Amstrad CPC|Arcade Games|Atari ST|Commodore 64|Genesis|PC|Sega Master System|Sharp X68000|Sinclair ZX81/Spectrum|Turbo CD,Action|Platformer|2D,6.9,1990,1990-01-01,Bonanza Bros.,Sega,Sega (Arcade/Console)|U.S. Gold,Sega Mega Drive/Genesis,Platformer,6.6,1990,1990-01-01,1.0
12557,a8600,b8233,World of Tanks,Wargaming.net,Wargaming.net|IGS Software Publishing|Deep Silver|Microsoft Game Studios,PC|PlayStation 4|Xbox 360|Xbox One,Third-Person|Shooter|Action|Tactical|Free-to-Play,8.1,12 Apr 2011,2011-04-12,World of Tanks,Wargaming.net,,PC,Role-Playing|Simulation,8.2,12 April 2011,2011-04-12,1.0
12558,a8601,b8234,World of Van Helsing: Deathtrap,NeocoreGames,NeocoreGames,Macintosh|PC|PlayStation 4|Xbox One,Strategy,6.0,4 Feb 2015,2015-02-04,World of Van Helsing: Deathtrap,NeocoreGames,NeocoreGames,PC|Xbox One,Role-Playing|Tower Defense,7.0,04 February 2015,2015-02-04,1.0
12560,a8602,b8235,World of Warcraft,Blizzard Entertainment,Blizzard Entertainment|Vivendi Games|Activision,Macintosh|PC,Adventure|Open-World|Third-Person|Action|Role-Playing|MMO,8.8,23 Nov 2004,2004-11-23,World of Warcraft,Blizzard Entertainment,Blizzard Entertainment,Mac|PC,Massively Multiplayer|Role-Playing,8.7,23 November 2004,2004-11-23,1.0
12587,a862,b884,Bonk's Adventure,Factor 5|Kaneko|Hudson|AI,Hudson|Kaneko|Hudson Soft|Hudson Entertainment|Konami|NEC,Amiga|Arcade Games|Game Boy|NES|TurboGrafx-16,2D|Action|Platformer,7.6,1990,1990-01-01,Bonk's Adventure,Red Company|Atlus,Hudson Soft|NEC Home Electronics,NES|PSP|TurboGrafx-16|Wii|Wii U,Platform,6.5,1989,1989-01-01,1.0
12614,a8640,b8245,Worms 2: Armageddon,Team 17,Team 17|Mastertronic,Android|iOS (iPhone/iPad)|Linux|Macintosh|PC|PlayStation 3|Xbox 360,Turn-Based|Strategy,8.0,1 Jul 2009,2009-07-01,Worms 2: Armageddon,Team 17,Team 17,PC|Xbox 360,Wargame|Artillery,8.4,01 July 2009,2009-07-01,1.0
12615,a8641,b8243,Worms 2,Team 17,MicroProse|Hasbro Interactive,PC,Strategy|Turn-Based,8.5,31 Dec 1998,1998-12-31,Worms 2,Team17,MicroProse,PC,Strategy,7.8,1997,1997-01-01,1.0
12617,a8642,b8246,Worms 3D,Team 17,Sega|Acclaim|Feral Interactive,GameCube|Macintosh|PC|PlayStation 2|Xbox,Turn-Based|Strategy,7.8,11 Mar 2004,2004-03-11,Worms 3D,Team17 Software|Zonic Limited|(Mac OS X),Sega|Feral Interactive|(Mac OS X),Nintendo GameCube|PC|PlayStation 2,Artillery,6.9,11 March 2004,2004-03-11,1.0
12618,a8643,b8247,Worms 4: Mayhem,Team 17,Codemasters|Majesco Games,PC|PlayStation 2|Xbox,Turn-Based|Strategy,8.0,4 Oct 2005,2005-10-04,Worms 4: Mayhem,Team17,Majesco Games,PC|PlayStation 2|Xbox,Turn-Based|Action,7.9,04 October 2005,2005-10-04,1.0
12619,a8645,b8248,Worms Armageddon,Team 17|Infogrames,MicroProse|Infogrames|Sold Out Software|ak tronic|Team 17,Dreamcast|Game Boy Color|Nintendo 64|PC|PlayStation,Strategy|Turn-Based,8.8,31 May 1999,1999-05-31,Worms Armageddon,Team17,MicroProse (now Atari),Nintendo 64|PC|PlayStation,Strategy,8.4,31 May 1999,1999-05-31,1.0
12622,a8647,b8249,Worms Blast,Fluid Studios|Team 17,Ubisoft|Feral Interactive|Team 17,Game Boy Advance|GameCube|Macintosh|PC|PlayStation 2,Matching/Stacking|Puzzle,6.7,23 Oct 2002,2002-10-23,Worms Blast,Team 17,Team 17,Nintendo GameCube|PC,Action|Puzzle,4.6,23 October 2002,2002-10-23,1.0
12627,a8651,b8255,Worms Ultimate Mayhem,Team 17,Team 17|Mastertronic,PC|PlayStation 3|Xbox 360,Strategy|Turn-Based,7.1,28 Sep 2011,2011-09-28,Worms: Ultimate Mayhem,Team17,Team17,PC|Xbox 360,Action,6.6,28 September 2011,2011-09-28,1.0
12628,a8652,b8256,Worms W.M.D,Team 17,Team 17|Sold Out,Linux|Macintosh|Nintendo Switch|PC|PlayStation 4|Xbox One,Strategy|Turn-Based,8.5,23 Aug 2016,2016-08-23,Worms W.M.D,Team17 Digital,Team17 Digital,PC,Action|Strategy,9.0,23 August 2016,2016-08-23,1.0
12630,a8653,b8257,Worms World Party,Team 17|Fluid Studios|Paragon 5,Titus Software|Ubisoft|Team 17|Nokia|Sold Out Software,Dreamcast|Game Boy Advance|Gizmondo|N-Gage|PC|PlayStation,Turn-Based|Strategy,8.4,3 Jun 2001,2001-06-03,Worms World Party,Team17,Titus Software,PC|PlayStation,Strategy,8.0,16 March 2001,2001-03-16,1.0
12632,a8656,b8018,WRC 3: FIA World Rally Championship,Milestone S.r.l|Boss Baddie,CyberFront|Plug In Digital|Milestone S.r.l|Namco Bandai Games,PC|PlayStation 3|PlayStation Vita|Xbox 360,Simulation|Driving/Racing,7.8,26 Mar 2013,2013-03-26,WRC 4: FIA World Rally Championship,Milestone S.r.l.,,PC|PlayStation 3|PlayStation Vita,Racing|Simulation,6.2,25 October 2013,2013-10-25,1.0
12634,a8657,b8018,WRC 4: FIA World Rally Championship,Milestone S.r.l,Plug In Digital|BigBen Interactive|Square Enix|Maximum Games,PC|PlayStation 3|PlayStation Vita|Xbox 360,Simulation|Driving/Racing,8.3,25 Oct 2013,2013-10-25,WRC 4: FIA World Rally Championship,Milestone S.r.l.,,PC|PlayStation 3|PlayStation Vita,Racing|Simulation,6.2,25 October 2013,2013-10-25,1.0
12637,a866,b888,Bookworm Deluxe,PopCap,PopCap,Macintosh|PC,Edutainment,7.8,15 Mar 2006,2006-03-15,Bookworm Deluxe,PopCap Games,Astraware,PC,Puzzle,5.0,29 November 2002,2002-11-29,1.0
12639,a8661,b8020,WRC Powerslide,Milestone S.r.l,Plug In Digital|Milestone S.r.l,PC|PlayStation 3|Xbox 360,Driving/Racing|Simulation,6.7,8 Mar 2013,2013-03-08,WRC Powerslide,Milestone,Plug In Digital|Milestone,PC,Top-Down|Racing,5.3,07 February 2014,2014-02-07,1.0
12641,a8664,b8259,Wrecking Crew,Nintendo,Nintendo|Hamster,Arcade Games|Famicom Disk System|Game Boy Advance|NES|Nintendo Switch,Platformer|2D|Action,7.4,October 1985,1985-10-01,Wrecking Crew,Nintendo R&amp;D1,Nintendo,NES|Nintendo 3DS,Action|Puzzle,5.8,18 October 1985,1985-10-18,1.0
12642,a8668,b8261,Wu-Tang: Shaolin Style,Paradox Development,Activision|Success,PlayStation,3D|Fighting|Action,7.3,31 Oct 1999,1999-10-31,Wu-Tang: Shaolin Style,Paradox Development,Activision|Success (JPN),PlayStation,Fighting,6.5,31 October 1999,1999-10-31,1.0
12643,a8669,b8021,WWE '12,Yuke's,THQ,PlayStation 3|Wii|Xbox 360,Action|Wrestling|Fighting,7.6,22 Nov 2011,2011-11-22,WWE '12,Yuke's,THQ,PlayStation 3|Wii|Xbox 360,Fighting,6.6,22 November 2011,2011-11-22,1.0
12645,a867,b890,Boom Blox Bash Party,EA LA,Electronic Arts,Wii,Puzzle,8.1,19 May 2009,2009-05-19,Boom Blox Bash Party,Amblin Entertainment|EA Los Angeles,Electronic Arts,Wii,Puzzle,7.0,19 May 2009,2009-05-19,1.0
12647,a8670,b8022,WWE '13,THQ|Yuke's,THQ|2K Sports,PlayStation 3|Wii|Xbox 360,Action|Wrestling|Fighting,7.7,30 Oct 2012,2012-10-30,WWE '13,Yukes,THQ,PlayStation 3|Wii|Xbox 360,Fighting,7.2,30 October 2012,2012-10-30,1.0
12650,a8671,b8023,WWE 2K14,Yuke's,2K Games,PlayStation 3|Xbox 360,Fighting|Action|Wrestling,7.2,29 Oct 2013,2013-10-29,WWE 2K14,Yukes|Visual Concepts,2K Sports,PlayStation 3|Xbox 360,Fighting,7.6,29 October 2013,2013-10-29,1.0
12654,a8672,b8024,WWE 2K15,QLOC|Yuke's,2K Sports|2K Games,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Action|Fighting|Wrestling,5.3,28 Oct 2014,2014-10-28,WWE 2K15,Visual Concepts|Yuke's,2K Sports,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Sports,7.0,28 October 2014,2014-10-28,1.0
12656,a8673,b8025,WWE 2K16,Yuke's,2K Sports|2K Games|Take-Two Interactive,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Action|Fighting|Wrestling,6.5,27 Oct 2015,2015-10-27,WWE 2K16,Yuke's|Visual Concepts,2K Sports,PC|PlayStation 4|Xbox One,Action|Sports,6.9,27 October 2015,2015-10-27,1.0
12657,a8674,b8026,WWE 2K17,Yuke's,2K Games|2K Sports,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Fighting|Wrestling|Action,5.8,11 Oct 2016,2016-10-11,WWE 2K17,Yuke's|Visual Concepts,2K Sports,PC|PlayStation 3|PlayStation 4,Action|Sports,7.3,11 October 2016,2016-10-11,1.0
12660,a8677,b8027,WWE All Stars,THQ,THQ,3DS|PlayStation 2|PlayStation 3|PSP|Wii|Xbox 360,Action|Fighting|Wrestling,7.7,28 Mar 2011,2011-03-28,WWE All Stars,THQ San Diego|Subdued Software (Wii/PSP),THQ,Nintendo 3DS|PlayStation 3|Wii|Xbox 360,,6.8,29 March 2011,2011-03-29,1.0
12662,a868,b889,Boom Blox,EA LA,Electronic Arts,Wii,Puzzle,8.1,6 May 2008,2008-05-06,Boom Blox,Amblin Entertainment,Electronic Arts Los Angeles,Wii,Puzzle,7.7,06 May 2008,2008-05-06,1.0
12663,a8680,b8028,WWE Day of Reckoning,Yuke's,THQ|Yuke's,GameCube,Action|Wrestling|Fighting,8.5,30 Aug 2004,2004-08-30,WWE Day of Reckoning,Yuke's,THQ,Nintendo GameCube,Fighting|Sports,8.2,30 August 2004,2004-08-30,1.0
12664,a8681,b8029,WWE Legends of WrestleMania,THQ Wireless|Yuke's,THQ Wireless|THQ,iOS (iPhone/iPad)|PlayStation 3|Xbox 360,Fighting|Wrestling|Action,6.7,24 Mar 2009,2009-03-24,WWE Legends of WrestleMania,Yuke's,THQ,PlayStation 3|Xbox 360,Fighting,6.2,24 March 2009,2009-03-24,1.0
12665,a8685,b8030,WWE SmackDown! Here Comes the Pain,Yuke's,Yuke's|THQ,PlayStation 2,Fighting|Action|Wrestling,8.9,27 Oct 2003,2003-10-27,WWE SmackDown! Here Comes the Pain,Yuke's,THQ,PlayStation 2,Fighting,7.9,27 October 2003,2003-10-27,1.0
12669,a8686,b8031,WWE SmackDown! Shut Your Mouth,Yuke's,THQ|Yuke's,PlayStation 2,Wrestling|Fighting|Action,8.5,31 Oct 2002,2002-10-31,WWE SmackDown! Shut Your Mouth,Yuke's,Yuke's|THQ,PlayStation 2,Fighting,7.6,31 October 2002,2002-10-31,1.0
12671,a8687,b8033,WWE SmackDown! vs. Raw 2006,Yuke's,Yuke's|THQ,PlayStation 2|PSP,Action|Wrestling|Fighting,9.0,14 Nov 2005,2005-11-14,WWE SmackDown! vs. Raw 2006,Yuke's,THQ,PlayStation 2|PSP,Fighting,7.1,14 November 2005,2005-11-14,1.0
12672,a8687,b8034,WWE SmackDown! vs. Raw 2006,Yuke's,Yuke's|THQ,PlayStation 2|PSP,Action|Wrestling|Fighting,9.0,14 Nov 2005,2005-11-14,WWE SmackDown vs. Raw 2007,Yuke's,THQ,PlayStation 2|PlayStation 3|PSP|Xbox 360,Professional wrestling|Fighting,7.0,14 November 2006,2006-11-14,1.0
12673,a8688,b8033,WWE SmackDown vs. Raw 2007,Yuke's,THQ,PlayStation 2|PSP|Xbox 360,Wrestling|Fighting|Action,8.5,14 Nov 2006,2006-11-14,WWE SmackDown! vs. Raw 2006,Yuke's,THQ,PlayStation 2|PSP,Fighting,7.1,14 November 2005,2005-11-14,1.0
12674,a8688,b8034,WWE SmackDown vs. Raw 2007,Yuke's,THQ,PlayStation 2|PSP|Xbox 360,Wrestling|Fighting|Action,8.5,14 Nov 2006,2006-11-14,WWE SmackDown vs. Raw 2007,Yuke's,THQ,PlayStation 2|PlayStation 3|PSP|Xbox 360,Professional wrestling|Fighting,7.0,14 November 2006,2006-11-14,1.0
12677,a8689,b8035,WWE SmackDown vs. Raw 2008,Amaze Entertainment|THQ Wireless|Yuke's,THQ|THQ Wireless,DS|Mobile|PlayStation 2|PlayStation 3|PSP|Wii|Xbox 360,Fighting|Action|Wrestling,7.3,13 Nov 2007,2007-11-13,WWE SmackDown vs. Raw 2008,Yuke's|Amaze Entertainment,THQ,Nintendo DS|PlayStation 2|PlayStation 3|Wii|Xbox 360,Fighting,6.9,13 November 2007,2007-11-13,1.0
12679,a869,b891,Boom Boom Rocket,Bizarre Creations,Electronic Arts,Xbox 360,Music/Rhythm,7.1,11 Apr 2007,2007-04-11,Boom Boom Rocket,Bizarre Creations,Electronic Arts,Xbox 360,Music,5.3,11 April 2007,2007-04-11,1.0
12681,a8690,b8036,WWE SmackDown vs. Raw 2009,THQ Wireless|TOSE|Yuke's,THQ Wireless|THQ,BlackBerry|DS|Mobile|PlayStation 2|PlayStation 3|PSP|Wii|Xbox 360,Fighting|Wrestling|Action,8.2,9 Nov 2008,2008-11-09,WWE SmackDown vs. Raw 2009,Yuke's|TOSE (Nintendo DS),THQ,Nintendo DS|PlayStation 2|PlayStation 3|Xbox 360,Fighting,6.9,09 November 2008,2008-11-09,1.0
12684,a8691,b8037,WWE SmackDown vs. Raw 2010,Yuke's|THQ Wireless,THQ|THQ Wireless,DS|iOS (iPhone/iPad)|Mobile|PlayStation 2|PlayStation 3|PSP|Wii|Xbox 360,Wrestling|Action|Fighting,8.2,20 Oct 2009,2009-10-20,WWE SmackDown vs. Raw 2010,Yuke's|TOSE (Nintendo DS),THQ,PlayStation 2|PlayStation 3|Wii|Xbox 360,Fighting,7.5,20 October 2009,2009-10-20,1.0
12685,a8692,b8038,WWE SmackDown vs. Raw 2011,Yuke's,THQ,PlayStation 2|PlayStation 3|PSP|Wii|Xbox 360,Wrestling|Action|Fighting,8.3,25 Oct 2010,2010-10-25,WWE SmackDown vs. Raw 2011,Yuke's,THQ,PlayStation 2|PlayStation 3|PSP|Wii|Xbox 360,Fighting,7.0,26 October 2010,2010-10-26,1.0
12686,a8693,b8032,WWE SmackDown! vs. Raw,Yuke's,Yuke's|THQ,PlayStation 2,Fighting|Action|Wrestling,8.6,2 Nov 2004,2004-11-02,WWE SmackDown! vs. Raw,Yuke's,THQ,PlayStation 2,Fighting,7.4,02 November 2004,2004-11-02,1.0
12688,a8698,b8039,WWF Attitude,Acclaim|Crawfish Interactive|Iguana Entertainment|Acclaim Studios Salt Lake City,Acclaim,Dreamcast|Game Boy Color|Nintendo 64|PlayStation,Wrestling|Action|Fighting,7.2,June 1999,1999-06-01,WWF Attitude,Iguana Entertainment,Acclaim Entertainment,Nintendo 64|PlayStation,Fighting,6.6,31 March 1999,1999-03-31,1.0
12690,a87,b141,Ace Combat 2,Namco,Namco|SCEE,PlayStation,Flight|Simulation,8.2,31 Jul 1997,1997-07-31,Ace Combat 2,Namco,Namco,PlayStation,Arcade|Combat Flight Simulator,8.2,,,1.0
12691,a8701,b8040,WWF No Mercy,Aki Corp.,THQ,Nintendo 64,Fighting|Wrestling|Action,8.8,17 Nov 2000,2000-11-17,WWF No Mercy,Asmik Ace Entertainment|AKI Corporation,THQ,Nintendo 64,Fighting,8.3,17 November 2000,2000-11-17,1.0
12692,a8704,b8041,WWF Royal Rumble,Yuke's,Sega|THQ|Yuke's,Arcade Games|Dreamcast,Fighting|Wrestling|Action,6.1,1 Aug 2000,2000-08-01,WWF Royal Rumble,Sculptured Software,LJN|Flying Edge,Sega Mega Drive/Genesis|Super Nintendo,Fighting,6.8,June 1993,1993-06-01,1.0
12694,a8705,b8043,WWF SmackDown! 2: Know Your Role,Yuke's,THQ|Yuke's,PlayStation,Fighting|Action|Wrestling,8.5,21 Nov 2000,2000-11-21,WWF SmackDown! 2: Know Your Role,Yuke's,Yuke's,PlayStation,Fighting|Sports,6.8,21 November 2000,2000-11-21,1.0
12698,a8706,b8044,WWF SmackDown! Just Bring It,Yuke's,Yuke's|THQ,PlayStation 2,Action|Wrestling|Fighting,7.8,18 Nov 2001,2001-11-18,WWF SmackDown! Just Bring It,Yuke's,THQ|YUKE's Future Media Creators,PlayStation|PlayStation 2,Fighting,5.4,19 November 2001,2001-11-19,1.0
12699,a8707,b8042,WWF SmackDown!,Yuke's,THQ|Yuke's,PlayStation,Fighting|Action|Wrestling,8.1,2 Mar 2000,2000-03-02,WWF SmackDown!,Yuke's,THQ,PlayStation,Fighting,7.1,02 March 2000,2000-03-02,1.0
12702,a8708,b8045,WWF War Zone,Probe Entertainment Limited|Iguana West,Acclaim,Game Boy|Nintendo 64|PlayStation,Wrestling|Fighting|Action,7.4,June 1998,1998-06-01,WWF War Zone,Acclaim Studios Salt Lake City,Acclaim Entertainment,Nintendo 64|PlayStation,Fighting,6.4,June 1998,1998-06-01,1.0
12703,a871,b893,Borderlands 2,Gearbox Software|Aspyr|Iron Galaxy Studios,NVIDIA|Aspyr|2K Games|Take-Two Interactive|SCEA|SCEE|SCE Australia,Android|Linux|Macintosh|PC|PlayStation 3|PlayStation Vita|Xbox 360,First-Person|Shooter|3D|Action,8.4,18 Sep 2012,2012-09-18,Borderlands 2,Gearbox Software|Iron Galaxy Studios,2K Games|Sony Computer Entertainment,Linux|Mac|PC|PlayStation 3|PlayStation 4|PlayStation Vita|Xbox 360|Xbox One,First-Person|Action|Open World|Role-Playing|Shooter,8.4,18 September 2012,2012-09-18,1.0
12704,a8710,b8047,WWF WrestleMania 2000,Natsume|Aki Corp.,THQ|Asmik Ace Entertainment|Inc,Game Boy Color|Nintendo 64,Wrestling|Action|Fighting,8.1,31 Oct 1999,1999-10-31,WWF WrestleMania 2000,Asmik Ace Entertainment|AKI Corporation|Natsume,JP: Asmik Ace Entertainment|NA/EU: THQ,Nintendo 64,Fighting,9.0,31 October 1999,1999-10-31,1.0
12707,a8718,b8294,X: Beyond the Frontier,Egosoft,Egosoft|THQ,PC,Simulation,7.9,26 Jan 2000,2000-01-26,X: Beyond the Frontier,Egosoft,THQ|SouthPeak Interactive (EUR),PC,Simulation,7.0,01 July 1999,1999-07-01,1.0
12708,a8719,b8268,X-Blades,TopWare Interactive|Gaijin Entertainment,TopWare Interactive|SouthPeak Games|E-Frontier|Ubisoft,Linux|Macintosh|PC|PlayStation 3|Xbox 360,Action|Beat-'Em-Up|3D,6.2,6 Feb 2009,2009-02-06,X-Blades,Gaijin Entertainment,SouthPeak Interactive|1C Company|TopWare Interactive|Ubisoft,PC|PlayStation 3|Xbox 360,Action-adventure|Hack and slash,5.3,10 February 2009,2009-02-10,1.0
12714,a872,b909,Borderlands: The Handsome Collection,Gearbox Software,2K Games,PlayStation 4|Xbox One,Compilation,8.7,24 Mar 2015,2015-03-24,Borderlands: The Handsome Collection,Gearbox Software|Armature Studio|Iron Galaxy Studios,2K Games,PlayStation 4|Xbox One,First-Person|Shooter,9.2,24 March 2015,2015-03-24,1.0
12716,a872,b911,Borderlands: The Handsome Collection,Gearbox Software,2K Games,PlayStation 4|Xbox One,Compilation,8.7,24 Mar 2015,2015-03-24,Borderlands: The Pre-Sequel! - Claptastic Voyage,Gearbox Software,2K Games,PC|PlayStation 4|Xbox One,First-Person|Role-Playing|Shooter,7.0,24 March 2015,2015-03-24,1.0
12718,a8720,b8271,X-COM: Apocalypse,Culture Brain,2K Games|MicroProse,PC,Turn-Based|Strategy,8.5,30 Jun 1997,1997-06-30,X-COM: Apocalypse,Mythos Games,MicroProse,PC,Turn-Based|Strategy,7.7,30 June 1997,1997-06-30,1.0
12720,a8721,b8274,X-COM: Enforcer,MicroProse,Infogrames|2K Games,PC,Third-Person|3D|Action|Shooter,6.2,18 Apr 2001,2001-04-18,X-COM: Enforcer,Infogrames,Infogrames,PC,Third-Person|Action|Shooter,5.9,19 April 2001,2001-04-19,1.0
12722,a8723,b8275,X-COM: Interceptor,MicroProse,2K Games|MicroProse,PC,Simulation,7.3,31 May 1998,1998-05-31,X-COM: Interceptor,Microprose,Microprose,PC,Strategy,3.0,31 May 1998,1998-05-31,1.0
12723,a8724,b8277,X-COM: UFO Defense,Climax Group|Mythos Software|Mythos Games|MicroProse,MicroProse|2K Games|Sold Out Software|MediaQuest,Amiga|Amiga CD32|PC|PlayStation,Strategy|Turn-Based,9.3,1994,1994-01-01,X-COM: UFO Defense,Mythos Games|MicroProse Software,MicroProse,PC,Turn-Based|Strategy,9.4,1994,1994-01-01,1.0
12724,a8725,b8281,X-Men: Children of the Atom,Capcom|Probe Entertainment Limited|Rutubo Games,Capcom|Acclaim,Arcade Games|PC|PlayStation|Saturn,Action|2D|Fighting,7.7,1994,1994-01-01,X-Men: Children of the Atom,Capcom|Rutubo Games (Saturn port)|Probe Entertainment (PC and PS ports),Capcom|Acclaim Entertainment (Western domestic releases),Arcade|PlayStation|Sega Saturn,Fighting,7.3,1996,1996-01-01,1.0
